"Symbol","Expiry1 IV","Expiry2 IV","Expiry3 IV","IV30","IV90","IV60","Expiry4 IV"
"ESE",32.74,30.75,31.9,30.7499,31.9386,31.1606,32.2
"ESGC",0,116.73,124.21,116.7299,122.9538,119.4035,114.7
"ESGE",20.11,21.5,22.33,20.1101,21.1059,20.3589,0
"ESGU",0,0,0,0,0,0,0
"ESI",39.11,39.3,42.53,39.1891,40.7161,39.6505,42.09
"ESNT",47.63,45.16,47.36,46.5699,46.7323,45.5521,46.54
"ESPO",24.22,26.91,34.89,25.3693,34.2164,29.7607,29.78
"ESPR",86.88,74.55,73.97,81.6023,74.8456,74.3441,80.59
"ESRT",45.71,52.43,61.02,48.5864,59.7256,55.4988,51.23
"ESS",27.51,29.61,29.96,28.4114,29.8594,29.6709,29.6
"ESTA",62.79,59.73,61.29,61.4776,60.4148,59.8987,61.66
"ESTC",48.45,48.01,52.3,48.2601,49.8931,48.4776,52.04
"ET",49.35,53.39,52.11,49.1351,52.4758,53.1623,52.6
"ETH",43.49,48.24,46.61,45.5236,47.5262,48.0649,47.66
"ETM",115.82,104.8,117.59,111.0999,117.0194,109.3728,113.27
"ETN",25.31,27.66,28.79,25.9812,28.469,27.8585,27.88
"ETNB",70.11,93.27,78.78,80.0324,86.8983,91.6797,78.29
"ETR",25.69,27.59,26.77,26.4999,26.7442,27.2947,26.57
"ETRN",66.96,65.26,63.37,66.2277,63.9112,64.9197,59.05
"ETSY",52.5,54.52,59.96,53.6288,59.72,56.4612,58.15
"EUFN",33.44,31.38,30.63,32.5606,30.8445,31.2474,30.51
"EUM",19.91,21.97,23.33,20.7904,22.9438,22.2122,23.62
"EUO",15,13.83,13.31,14.5029,13.6043,13.7759,13.29
"EURL",73.36,67.58,87.65,70.8883,84.9942,74.7416,67.55
"EURN",36.69,39.85,42.69,38.0434,41.0965,40.1597,44.99
"EV",38.04,27.84,38.28,33.6747,32.4333,28.9912,21.07
"EVA",31.13,35.16,36.01,32.8532,35.7631,35.3083,35.72
"EVBG",49.39,56.29,58.29,52.3498,57.1715,56.5137,55.01
"EVC",118.97,111.36,108.34,115.7115,110.0319,111.0257,113.82
"EVER",67.16,63.44,72.66,65.5647,72.5744,66.7335,72.02
"EVFM",121.44,127.16,131.43,123.8887,130.2121,127.9247,126.71
"EVH",59.6,61.92,79.33,60.5932,78.5866,68.141,73.73
"EVOK",133.96,100.84,144.37,119.7755,131.9451,108.6108,139.42
"EVOP",57.18,50.81,46.92,54.4565,49.1004,50.3863,47.5
"EVR",39.35,38.75,39.49,39.0928,39.5067,39.0138,39.62
"EVRG",24.62,27.11,28.05,25.6859,28.2706,27.446,29.73
"EVRI",64.79,67.29,74.06,65.8614,74.2456,69.7081,75.44
"EVTC",32.97,34.14,37.41,33.4711,35.5774,34.5003,34.92
"EW",28.93,33.05,32.79,34.564,32.9362,33.0239,32.74
"EWA",19.39,22.34,22.9,20.6509,22.7406,22.4379,23.66
"EWBC",40.84,43.59,43.6,42.0144,43.5948,43.588,42.98
"EWC",17.24,19.22,20.95,18.0886,21.0268,19.835,21.55
"EWD",31.65,31.6,27.48,31.6271,27.5331,30.1286,27.86
"EWG",23.97,24.55,23.38,24.2147,23.7154,24.3393,23.8
"EWH",19.02,19.83,20.16,19.4207,20.3212,19.9486,21.36
"EWI",29.05,25.11,25.4,27.3602,25.3184,25.2147,24.78
"EWJ",16.47,17.96,18.41,17.2301,18.5629,18.1208,19.56
"EWK",62.49,35.81,0,35.8077,35.8077,35.8077,21.75
"EWL",18.16,17.28,17.3,17.7812,17.2909,17.2792,17.13
"EWM",21.42,21.23,21.53,21.3382,21.444,21.2833,21.82
"EWN",24.96,25.67,26.96,25.6709,26.5886,25.9002,30.78
"EWP",24.56,23.68,23.56,24.1813,23.5954,23.6562,24.15
"EWQ",24.6,23.37,24.96,24.0724,24.7229,23.9363,23.2
"EWS",16.42,17.35,18.82,16.8202,17.9948,17.5117,19.35
"EWT",18.58,19.05,19.44,18.7802,19.5787,19.1859,20.52
"EWU",23.37,22.69,22.41,22.7117,22.4871,22.6412,22.41
"EWV",30.5,32.62,34.25,31.4115,33.7891,32.915,34.33
"EWW",27.21,27.85,28.6,27.0595,28.7294,28.1201,29.58
"EWX",16.45,15.06,16.92,15.8553,16.3906,15.3946,17.78
"EWY",24.96,25.36,26.21,24.908,25.9671,25.5097,27.11
"EWZ",36.37,37.31,37.67,36.8459,37.5163,37.4361,38.48
"EXAS",61.59,54.26,54.09,54.6725,54.1367,54.2326,51.53
"EXC",25.8,28.47,26.69,26.9448,27.1986,28.1545,26.94
"EXEL",52.98,55.54,54.04,54.0752,54.88,55.3757,53.74
"EXK",82.54,83.98,91.88,83.1585,87.4539,84.8501,90.92
"EXLS",36.46,29.02,29.78,33.2742,29.5627,29.1532,31.54
"EXP",33.35,38.4,37.37,35.5155,37.6679,38.2205,37.87
"EXPD",22.38,27.87,26.89,24.7323,27.4398,27.7608,27.68
"EXPE",40.85,49.49,49.31,42.108,48.5226,49.4235,47.48
"EXPI",80.02,77.73,79.67,79.0415,79.5862,78.425,79.03
"EXPO",34.66,26.8,26.4,31.2936,26.6383,26.6548,28.19
"EXPR",143.49,122.69,147.78,134.5822,140.6216,127.1692,132.91
"EXR",23.81,25.62,29,24.5822,28.8447,26.8252,27.83
"EXTN",0,83.36,93.98,83.3575,88.0258,84.5237,85.66
"EXTR",59.38,68.69,66.14,63.3675,65.9793,67.7785,64.93
"EYE",51.3,43.32,47.74,47.8804,46.4786,44.1068,48.05
"EYEN",129.13,79.1,87.6,107.6988,85.1716,80.6141,98.04
"EYPT",171.19,132.04,139.62,154.4199,137.4535,133.3914,127.35
"EZA",33.94,34.32,35.93,34.1047,35.4738,34.6115,36.38
"EZJ",52.42,33.74,31.85,44.4155,32.3894,33.4004,42.55
"EZPW",57.76,72.77,69.38,64.1873,68.8994,71.5588,65.72
"EZU",22.91,22.65,21.58,22.8009,22.1831,22.5358,21.24
"F",34.37,40.47,41.72,37.9993,41.8211,40.9147,42.47
"FAF",41.19,36.61,33.56,39.2252,34.4259,36.0609,31.19
"FALN",0,0,0,0,0,0,0
"FAN",90.07,59.01,61.69,76.7697,60.7901,59.972,54.85
"FANG",66.35,66.92,68.3,66.5969,68.2845,67.4122,68.21
"FANH",43.12,44.14,47.44,43.5571,46.4961,44.7261,49.8
"FARO",46.82,43.07,40.42,45.2161,40.4871,42.125,40.9
"FAS",66.15,65.91,67.96,66.4857,68.4006,66.6413,68.99
"FAST",27.16,31.75,30.48,29.1269,31.1938,31.6138,30.01
"FATE",93.74,98.18,94.07,95.641,96.3731,97.7265,90.82
"FAZ",70.31,72.56,72.56,67.9478,73.5483,72.5574,74.86
"FB",32.77,39.34,37.81,39.0011,37.7086,38.7905,37.06
"FBC",32.25,40.65,38.01,35.85,38.7618,40.1815,40.05
"FBHS",31.37,35.87,35.42,33.2971,35.4314,35.7088,35.48
"FBIZ",0,50.17,48.74,50.1658,48.6639,49.6555,48.18
"FBK",38.52,38.6,39.94,38.5549,39.5577,38.8427,39.7
"FBM",0,0,0,124.3933,124.3933,124.3933,124.39
"FBNC",35.41,38.76,39.74,36.8442,39.9551,39.107,41.4
"FBP",47.74,46.21,46.14,47.0825,46.4186,46.1823,48.25
"FBT",26.6,27.42,28.64,26.9493,27.9555,27.5508,28
"FC",59.61,47.38,51.54,54.3708,50.3544,48.1199,49.26
"FCA",0,0,0,0,0,0,0
"FCAU",39.63,37.64,36.38,36.36,36.0513,37.1879,33.88
"FCBC",32.71,30.79,30.22,31.8867,30.3095,30.5885,30.87
"FCEL",149.67,151.09,146.5,150.2789,147.8101,150.2688,141.78
"FCF",79.57,44.62,40.27,64.599,41.5138,43.8425,40.19
"FCFS",57.06,40.82,39.45,50.1011,38.991,40.327,35.98
"FCG",51.59,49.11,48.67,50.5258,48.2408,48.9547,45.41
"FCN",29.3,28.52,33.66,28.964,33.4296,30.3551,31.94
"FCOM",19.32,46.03,26.09,30.7569,27.0192,38.9021,33.11
"FCPT",41.23,41.25,34.08,41.2383,35.5198,38.6899,44.99
"FCRD",184.08,78.49,71.08,138.8543,68.7788,75.8387,53.7
"FCX",46.65,53.99,53.66,56.4685,53.4883,53.8758,53.25
"FDIS",33.05,27.46,26.61,30.6531,27.0839,27.3629,25.94
"FDL",21.04,27.54,25.85,23.8207,25.8843,26.9344,26.13
"FDLO",0,19.51,17.92,17.9175,18.0249,17.9175,18.73
"FDN",23.57,25.36,27.18,24.3397,26.6617,25.6875,27.14
"FDP",40.31,49.63,52.89,44.301,52.1404,50.7955,47.2
"FDS",28.82,27.32,28.01,28.1783,28.1945,27.5675,29.44
"FDUS",68.38,45.24,29.13,58.4693,29.773,39.486,34
"FDX",31.12,32.16,36.99,31.3778,35.6108,33.021,35.85
"FE",31.69,36.93,35.45,33.9308,35.8704,36.6632,33.44
"FEAC",0,0,0,0,0,0,0
"FELE",23.59,31.27,30.71,26.8808,30.868,31.1676,32.5
"FEM",22.58,21.63,23.48,22.1738,22.4446,21.8367,24.91
"FENC",193.29,90.35,131.63,149.1974,108.4985,94.8807,84.79
"FENG",100.1,86.36,87.18,94.2169,86.9467,86.5095,88.92
"FENY",34.53,45.25,72.69,39.1208,68.1738,55.0543,38.53
"FEP",0,0,0,0,0,0,0
"FET",0,0,0,0,0,0,0
"FEX",28.33,21.64,23.17,25.4613,22.9665,22.184,21.65
"FEYE",63.32,68.87,66.26,62.0363,65.7105,67.9378,62.09
"FEZ",22.76,22.46,22.55,21.6488,22.4547,22.4952,22.04
"FF",44.43,40.82,48.41,42.8796,44.1563,41.6505,46.79
"FFBC",53.35,46.01,44.53,50.2068,45.3571,45.8447,48.26
"FFG",40.06,0,0,29.8494,29.8494,29.8494,29.85
"FFIC",35.51,34.25,44.3,34.9669,38.6655,35.3495,49.8
"FFIN",52.03,41.01,56.61,47.3103,52.1567,43.7946,38.44
"FFIV",27.74,34.56,32.92,38.5995,33.3919,34.2718,32.61
"FFNW",0,52.43,54.91,52.4315,54.7387,53.3174,53.61
"FFTY",19.42,21.64,23.4,20.366,23.451,22.2641,23.82
"FGD",0,0,0,0,0,0,0
"FGEN",51.02,48.41,77.48,49.9018,77.719,58.7977,79.29
"FHB",53.09,37.08,40.26,46.2337,40.0405,38.2206,38.57
"FHI",42.17,44.57,43.99,43.1982,44.1576,44.4653,44.95
"FHLC",29.42,22.95,22.58,26.6527,22.8077,22.8189,24.32
"FHN",35.41,40.01,42.21,37.384,40.98,40.2556,41.77
"FI",118.38,98.2,86.56,109.7357,89.8819,96.1204,82.79
"FIBK",35.39,0,38.95,38.9451,38.1703,38.9451,33.09
"FICO",29.39,33.72,33.41,31.2461,33.4987,33.6676,34.99
"FIDU",0,23.96,25.77,23.9633,24.7575,24.1617,26.75
"FINV",93.78,131.96,102.11,110.13,101.3143,121.294,96.07
"FIS",26.95,29.8,30.17,28.1694,29.5677,29.9312,28.77
"FISI",0,49.68,48.11,49.6793,47.8364,49.1171,46.07
"FISV",25.35,30.39,30.83,27.9732,30.7744,30.549,30.41
"FIT",30.22,33.47,32.26,38.7114,32.9393,33.3402,25.71
"FITB",35.1,38.67,40.17,36.6314,39.328,38.8346,38.89
"FIVE",49.98,42.66,44.48,44.8608,43.4598,42.8585,45.32
"FIVG",27.56,27.18,29.05,27.3991,28.0024,27.3858,30.08
"FIVN",44.24,46.64,47.25,45.2668,47.0774,46.7493,46.24
"FIW",41.2,25.55,25.93,25.9292,25.4693,25.9292,22.45
"FIX",37.1,37.87,45.96,37.4289,43.6538,39.3168,41.32
"FIXX",101.03,138.79,100.68,117.2045,111.5577,131.9869,99.7
"FIZZ",44.17,49,54.01,46.2346,52.5814,49.8914,53.39
"FL",44.48,44.16,50.13,43.6238,46.7825,44.8119,47.21
"FLDM",107.08,104.71,106,106.0645,105.2777,104.8547,106.77
"FLEX",41.9,52.32,50.04,50.5782,50.6927,51.9166,48.65
"FLGT",98.54,106.05,114.97,101.7548,112.4263,107.6418,110.53
"FLIC",0,0,41.65,41.6455,41.2685,41.6455,38.79
"FLIR",37.04,39.94,41.37,38.2825,40.959,40.1946,41.06
"FLMN",171.23,107.36,87.26,143.8733,92.9939,103.7696,0
"FLNT",132.53,121.17,125.22,127.6606,124.2237,122.6148,117.67
"FLO",20.42,25.07,24.08,22.4103,24.3634,24.8904,24.16
"FLOW",58.4,44.13,44.41,52.2882,44.5581,44.232,45.53
"FLR",58.68,64.38,64.03,57.3921,64.1309,64.319,64.12
"FLS",41.99,44.23,44.77,42.9446,44.6116,44.3217,44.83
"FLT",29.69,35.64,35.67,32.2387,35.6524,35.6406,33.77
"FLWS",56.95,64.91,61.76,60.3627,61.7414,63.788,61.59
"FLXN",71.81,68.55,67.72,70.4101,68.181,68.4551,66.72
"FLY",95.69,96.32,88.84,95.9571,93.0299,95.4981,84.86
"FM",16.06,17.02,18.06,16.4718,18.2636,17.3921,19.61
"FMAT",17.49,22.87,23.47,19.7961,23.8385,23.0891,26.23
"FMBI",41.51,40.22,41.81,40.9598,40.9194,40.3941,41.6
"FMC",26.52,30.3,31.09,28.1393,30.8658,30.4445,30.93
"FMNB",74.39,58.1,35.24,67.4136,37.0983,49.9319,49.27
"FMS",0,85.64,29.69,85.6351,45.6565,75.6478,32.89
"FMX",30.66,29.89,31.78,30.3321,31.244,30.2284,31.29
"FN",35.3,45.53,40.35,39.6799,41.8298,44.6059,41.4
"FNB",0,35.25,42.59,35.2496,38.4759,36.0556,43.58
"FNCL",28.1,26.17,30.92,27.2743,30.981,27.8688,31.37
"FND",45.2,42.56,47.49,44.071,46.0803,43.4382,50.2
"FNDA",0,23.63,25.29,23.6291,24.3606,23.8118,26.11
"FNDE",0,0,0,0,0,0,0
"FNDF",0,0,0,0,0,0,0
"FNDX",0,0,0,0,0,0,0
"FNF",30.05,33.34,35.17,31.461,35.0437,33.9954,34.19
"FNGS",28.48,30.23,31,29.2298,31.1815,30.5038,32.39
"FNHC",5,78.18,79.43,36.3426,78.1903,78.6267,70.04
"FNKO",82.93,81.06,89.16,82.1277,84.6204,81.9496,88.68
"FNLC",62.02,46.95,43.31,55.5664,42.7323,45.6485,38.92
"FNV",32.6,33.09,34.09,32.811,33.8028,33.2664,34.51
"FOCS",45.41,46.32,46.74,45.8041,46.5055,46.3693,47.06
"FOE",37.88,46.33,41.1,41.4979,42.5925,45.3929,41.18
"FOLD",85.4,134.67,123.69,106.506,119.3774,130.748,113.66
"FOR",30.2,53.12,41.21,40.0126,47.8819,51.808,46.77
"FORM",41.75,47.41,44.05,44.1754,45.0098,46.8134,46.24
"FORR",66.82,64.73,46.33,65.9253,46.3949,58.1561,46.79
"FOSL",88.95,100.14,104.53,95.6707,102.6425,101.7105,90.22
"FOUR",62.31,70.54,74.78,65.8319,73.5681,71.2941,75.68
"FOX",37.49,50.58,41.96,43.0993,44.4234,49.0455,38.68
"FOXA",33.73,39.32,39.68,37.5046,39.0507,39.451,38.22
"FOXF",50.99,48.93,54.78,50.1089,54.6081,51.021,53.51
"FPE",0,0,0,0,0,0,0
"FPH",72.85,63.46,63.84,68.8239,63.7319,63.5244,63.79
"FPI",5,38.39,39.05,19.3029,38.6827,38.4665,39
"FPRX",113.4,102.27,100.72,108.6346,100.5981,101.7182,99.82
"FPX",27.76,23.87,25.86,26.0948,25.7984,24.5796,25.42
"FR",26.8,34.24,28.46,29.9881,28.6237,32.1761,29.72
"FRAK",60.55,46.42,54.36,54.4946,49.9108,47.2896,47.69
"FRBK",0,0,64.33,64.3324,65.7156,64.3324,74.79
"FRC",35.87,27.72,28.6,32.3799,28.1074,27.815,27.7
"FREE",72.94,66.6,63.85,70.2235,64.6317,66.109,63.45
"FREL",43.86,32.93,30.67,39.1772,30.366,32.121,28.38
"FREQ",79.49,83.76,87.96,81.3173,86.7647,84.5099,117.7
"FRG",51.69,57.04,54.38,53.982,55.8687,56.7473,55.9
"FRGI",0,81.7,101.04,81.7012,98.7807,88.6114,83.96
"FRME",66.17,47.84,43.23,43.2301,42.7032,43.2301,39.24
"FRO",51.24,51.24,55.31,51.2384,53.0313,51.6876,54.72
"FROG",69.23,72.86,78.4,70.7836,78.4348,74.8419,78.66
"FRPT",46.14,46.13,50.63,46.1341,48.11,46.625,50
"FRT",42.08,38.69,39.72,40.6296,39.1443,38.8036,39.97
"FRTA",73.23,71.82,69.83,72.6248,69.9324,71.1121,70.59
"FSK",32.27,32.19,39.32,32.2336,37.2874,33.4625,39.79
"FSKR",35.62,40.43,37.81,36.1411,37.7197,37.1853,37.12
"FSLR",52.92,56.96,56.08,53.2562,55.7216,56.6456,53.38
"FSLY",71.91,84.94,82.54,78.8095,81.9067,84.0817,77.73
"FSM",67.34,72.31,74.54,69.4702,75.097,73.1067,78.74
"FSP",0,0,0,54.2335,54.2335,54.2335,54.23
"FSR",94.24,102.79,102.6,111.8593,102.7082,102.769,101.09
"FSS",0,36.97,47.59,36.9704,41.64,38.1369,30.97
"FSTA",59.08,40.84,37.17,51.2663,35.7552,39.5302,26.44
"FSTR",35.43,44.98,54.11,39.5234,48.9944,45.9851,63.76
"FTAG",0,27.78,41.48,27.7844,33.8059,29.2887,0
"FTAI",43.37,46.7,53.39,44.7964,49.6429,47.436,49.8
"FTC",28.53,23.86,25.92,26.53,25.3293,24.2271,24.16
"FTCH",58.71,61.58,71.69,59.9404,68.803,63.3828,71.12
"FTCS",19.12,18.08,18.57,18.6719,18.2919,18.1308,19.05
"FTDR",33.39,36.95,40.86,34.9117,39.7401,37.6444,41.37
"FTEC",29.03,23.19,24.82,26.5318,25.0301,23.7738,26.39
"FTEK",151.45,160.58,177.41,155.3569,175.1303,166.5911,160.16
"FTGC",24.76,44.88,38.63,33.3783,38.6292,42.6439,0
"FTI",54.14,58.44,59.62,55.9859,59.2827,58.6539,61.9
"FTK",139.13,95.54,100.31,120.4604,100.6395,97.2441,102.78
"FTNT",36.36,44.32,41.89,39.7703,41.7014,43.4525,40.49
"FTRCQ",0,0,0,0,0,0,0
"FTRI",34.09,25.25,20.93,34.0897,34.0897,34.0897,0
"FTS",24.18,23.77,22.73,24.0034,23.3109,23.6516,21.09
"FTV",26.59,30.6,30.13,28.3099,30.2142,30.4332,30.78
"FUBO",191.85,173.78,152.16,186.4278,164.2717,171.4029,138.9
"FUL",42.16,38.2,36.64,40.4672,37.5131,38.0294,36.33
"FULT",33.32,43.15,36.13,33.9922,37.0653,35.3299,43.2
"FUN",49.54,53.15,53.84,51.0855,53.83,53.3986,53.75
"FUTU",89.04,87.3,94.85,88.2955,95.4509,89.9973,98
"FUTY",25.46,20.25,19.46,23.2327,19.1457,19.9712,17.07
"FUV",144.63,142.69,138.4,143.7986,139.6268,141.924,134.91
"FV",28.54,39.15,22.35,33.0846,22.6867,33.1488,24.88
"FVD",14.99,22.04,22.21,18.0078,22.1161,22.061,23.01
"FVRR",71.67,78.63,77.44,74.6477,77.7814,78.4143,76.12
"FWONA",44.41,92.24,40.43,64.898,55.2186,82.9948,39.6
"FWONK",31.48,53.12,40.77,40.7495,47.6937,51.7673,38.64
"FWRD",54.08,37.16,34.36,46.8296,34.3948,36.1576,34.61
"FXA",10.97,10.38,10.51,10.7157,10.4798,10.4239,10.29
"FXB",9.62,9,8.92,9.3548,8.8686,8.9743,8.53
"FXC",7.23,6.96,6.89,7.1132,6.8749,6.9343,6.79
"FXD",0,33.92,33.41,33.9209,33.1803,33.7368,31.7
"FXE",6.88,6.87,6.83,6.8446,6.7931,6.8512,6.58
"FXF",7.22,6.78,6.67,7.0344,6.6533,6.7447,6.52
"FXG",17.2,16.71,17.98,17.9828,17.9828,17.9828,18.45
"FXH",22.23,21.31,22.39,21.8391,22.4122,21.6981,22.55
"FXI",20.22,20.67,20.99,20.5132,21.1154,20.7868,21.63
"FXL",0,24.7,25.79,24.6966,26.1176,25.0888,28.24
"FXN",73.32,73.74,82.89,73.4987,82.8935,77.0083,82.95
"FXO",84.57,58.25,41.87,58.2469,58.2469,58.2469,45.58
"FXP",41.47,40.45,41.27,41.0325,41.4425,40.7408,42.6
"FXR",20.24,21.5,21.35,21.5014,21.7872,21.4463,24.67
"FXU",40.53,22.77,27.02,32.9237,23.5732,22.967,26.44
"FXY",6.26,6.58,6.7,6.559,6.7209,6.6231,6.85
"FXZ",54.5,34.13,31.61,45.774,32.3256,33.6783,28.25
"G",46.35,33.09,31.98,40.67,32.0173,32.6943,32.25
"GABC",0,29.45,29.57,29.4485,29.8218,29.4907,31.5
"GAIA",70.82,74.23,74.55,72.2784,74.3714,74.264,67.3
"GAIN",29.24,36.23,29.74,32.235,31.5941,35.0708,30.41
"GALT",143.95,129.95,134.24,137.955,133.0148,130.7162,133.91
"GAMR",0,25.27,26.13,25.2667,25.8853,25.4212,26.12
"GAN",89.04,89.12,98.06,89.0759,95.5063,90.7147,98.47
"GASS",80.69,66.87,72.25,66.8727,73.8413,68.7931,84.31
"GATX",31.94,35.87,36.61,33.6235,36.619,36.1369,36.65
"GAU",0,0,114.69,114.692,114.692,114.692,106.25
"GB",58.48,56.05,44.84,57.4415,51.1237,54.8195,46.21
"GBCI",61.04,0,47.35,58.7843,49.7507,54.2675,34.67
"GBDC",0,29.73,28,29.7313,28.9714,29.5415,28.45
"GBT",59.66,61.62,67.22,60.4986,66.949,63.6221,65.16
"GBX",59.57,49.65,48,55.3242,48.025,49.0621,48.2
"GCI",154.84,137.93,125.18,147.5982,128.8203,135.6534,115.71
"GCO",66.08,67.01,73.99,66.4807,74.1735,69.5074,75.37
"GCP",44.53,55.13,47.23,49.0673,51.6546,54.2615,46.09
"GD",24.4,27.07,27.73,27.2285,27.3628,27.1448,26.87
"GDDY",33.34,38.07,38.43,35.3678,38.2288,38.1111,37.89
"GDEN",62.67,66.65,66.92,64.3768,66.8148,66.7483,66.11
"GDOT",45.61,53.78,56.28,49.1123,55.9839,54.6733,54.07
"GDRX",67.54,75.21,72.69,70.8295,73.4115,74.7643,73.31
"GDS",39.32,42.65,43.18,40.7463,43.2859,42.8421,43.97
"GDX",33.5,37.83,38.72,36.3493,38.6863,38.1478,38.44
"GDXJ",39.16,44.3,44.98,42.3511,45.0141,44.5405,45.06
"GDYN",57.83,58.38,58.42,58.0634,58.5795,58.3909,59.66
"GE",40.67,47.49,46.4,49.2148,46.4064,47.1,46.48
"GEF",38.51,40.09,43.96,39.1897,42.8537,40.7823,44.28
"GEL",98.07,88.23,87.09,93.8545,87.2508,87.8228,88.33
"GEM",0,0,0,0,0,0,0
"GEN",0,0,0,207.096,207.096,207.096,207.1
"GENE",173.88,156.42,142.74,166.3982,142.1033,151.5287,137.94
"GEO",65.18,64.78,63.94,65.0073,63.8725,64.4806,63.42
"GEOS",75.32,75.9,76.08,75.5692,75.9112,75.9612,74.82
"GERM",45.07,40.79,54.68,43.2353,53.694,45.7515,47.22
"GERN",102.51,106.76,129.19,104.3301,126.5234,114.7777,109
"GES",66.92,66.27,76.34,66.6421,76.2463,69.8694,75.61
"GFF",51.75,70.1,53.11,59.6115,57.9559,67.0663,51.66
"GFI",59.2,60.7,60.62,59.843,60.6419,60.6824,61.58
"GFL",39.02,48.94,48.67,43.2696,48.7459,48.8926,50.08
"GFN",90.36,56.95,72.83,72.8322,71.3171,72.8322,61.37
"GGAL",70.08,69.02,71.53,69.6284,70.8174,69.4705,73.84
"GGB",55.73,51.53,51.75,53.9339,51.8455,51.6096,52.48
"GGG",25.36,31.9,27.51,28.1587,29.9699,31.4157,26.65
"GH",48.21,48.95,52.53,48.5295,51.5074,49.5884,52.72
"GHIV",123.6,135.24,118.41,128.5851,117.5685,129.2257,114.02
"GHL",69.02,78.29,68.91,72.9883,68.6357,74.94,66.8
"GHM",56.04,59.74,57.69,57.624,58.2974,59.0101,62.26
"GHYB",0,0,0,0,0,0,0
"GIB",25.53,27.66,27.34,26.4439,27.5198,27.6249,26.89
"GIFI",97.27,115.83,117.05,105.2221,116.7064,116.0525,95.85
"GIGB",7.13,5.78,5.24,6.5607,5.5425,5.7197,0
"GIII",70.83,68.98,73.51,70.0378,73.7,70.6015,74.95
"GIK",112.91,111.52,122.69,112.3139,119.4997,113.5111,119.76
"GIL",41.65,36.55,41.59,39.4648,41.6272,38.3538,41.86
"GILD",32.56,33.77,33.54,33.347,33.2755,33.6865,32.17
"GILT",111.48,66.16,65.88,66.16,64.142,66.0591,52.75
"GINN",0,29.58,29.81,29.5798,29.494,29.6614,27.43
"GIS",21.42,21.76,24.1,21.5676,23.4338,22.1769,23.96
"GIX",107.71,86.98,101.83,98.831,97.592,89.6339,101.18
"GKOS",53.76,53.08,53.41,53.4656,53.3147,53.1353,52.71
"GL",26.44,32.14,31.63,28.8785,31.9127,32.082,30.43
"GLAD",5,34.73,34.73,34.7321,34.6457,34.7321,34.08
"GLCN",0,0,0,0,0,0,0
"GLD",18.29,18.74,19.31,18.4358,19.4842,18.9464,19.98
"GLDD",35.89,40.26,44.59,37.7588,43.4764,41.8053,36.14
"GLIBA",0,0,0,0,0,0,0
"GLIN",30.5,40.99,33.51,34.9962,33.6058,38.3206,34.21
"GLL",41.09,42.22,45.3,41.5733,44.4182,42.7695,39.85
"GLMD",175.71,0,149.8,171.4422,154.3497,162.8959,0
"GLNG",84.97,90.02,92.95,87.1298,92.8841,91.066,92.43
"GLOB",50.61,51.61,49.17,51.0351,50.5376,51.3398,47.49
"GLOG",146.55,83.99,82.55,119.7559,83.3551,83.8308,82.08
"GLOP",100.37,100.71,106.57,100.5176,104.9008,101.7563,96.79
"GLP",27.82,33.87,40.89,30.4104,40.6111,36.3743,38.81
"GLPG",53.13,49.94,48.97,51.7655,48.514,49.5967,47.91
"GLPI",33.23,33.16,33.84,33.2003,33.6432,33.2776,33.16
"GLRE",54.53,54.87,48.69,54.6746,52.1529,54.189,50.19
"GLT",68.93,44.03,48.32,58.2648,47.0927,44.7954,46.79
"GLUU",53.21,75.91,71.37,62.9327,71.0277,74.2917,68.75
"GLW",28.88,33.91,34.44,35.5928,34.434,34.0995,34.42
"GLYC",151.32,111.33,122.43,134.1973,120.0152,115.2985,104.19
"GM",38.14,41.64,43.14,40.0973,42.8738,42.1784,41.09
"GMAB",47.54,42.53,45.4,45.3954,43.7889,42.8431,45.47
"GME",135.22,130.42,138.72,134.9519,136.3518,131.8994,124.95
"GMED",56.2,38.08,36,48.4399,36.1613,37.3358,37.19
"GMF",17.2,18.67,20.24,17.8288,19.3598,18.8418,20.97
"GMHI",0,0,0,0,0,0,0
"GMLP",81.74,69.57,90.02,76.5259,78.5582,71.813,73.34
"GMRE",37.73,34.74,38.97,36.4476,37.7595,35.4925,42.46
"GMS",52.87,55.55,61.13,54.0169,59.5351,56.5448,61.96
"GNCA",150.08,136.92,163.74,144.4409,148.7105,139.8623,178.44
"GNCIQ",0,0,0,0,0,0,0
"GNE",34.23,37.27,56.3,37.2673,55.1632,44.0666,47.73
"GNK",63.48,52.63,106.55,68.6023,89.1194,78.8609,57.12
"GNL",33.07,43.29,37.81,37.4443,39.3727,42.311,34.25
"GNMK",81.97,93.67,90.58,86.9809,91.4635,93.1192,90.37
"GNOG",140.41,141.2,121.85,140.7491,132.696,139.0781,112.8
"GNPX",157.79,156.18,153.77,157.0996,152.9582,155.3176,147.65
"GNR",28.06,21.61,21.35,21.613,25.2138,21.5205,50.54
"GNRC",40.63,44.36,42.72,42.2256,43.6401,44.1805,42.7
"GNSS",0,73.28,66.26,73.2825,68.2647,72.029,67.13
"GNTX",24.88,30.28,28.55,27.1932,28.508,29.6618,28.26
"GNUS",143.28,136.86,142.17,135.7821,140.6532,137.8084,136.56
"GNW",110.12,113.27,81.64,212.3193,80.3392,101.9658,71.8
"GO",37,36.81,39.21,36.9181,38.5288,37.2404,39.08
"GOCO",67.73,69.64,70.89,68.5472,70.7879,70.0859,70.13
